-46.000000	3.448000
-44.000000	3.495000
-29.000000	3.531000
-19.000000	3.564000
-22.000000	3.598000
-27.000000	3.641000
-21.000000	3.684000
-8.000000	3.717000
-2.000000	3.732000
-9.000000	3.764000
-8.000000	3.813000
5.000000	3.843000
23.000000	3.859000
51.000000	3.894000
65.000000	3.922000
71.000000	3.937000
83.000000	3.969000
91.000000	4.001000
88.000000	4.034000
80.000000	4.049000
71.000000	4.081000
73.000000	4.114000
67.000000	4.128000
51.000000	4.207000
40.000000	4.238000
26.000000	4.254000
2.000000	4.285000
-11.000000	4.317000
-5.000000	4.333000
9.000000	4.364000
18.000000	4.380000
12.000000	4.411000
0.000000	4.443000
-19.000000	4.459000
-24.000000	4.506000
-21.000000	4.522000
-11.000000	4.553000
0.000000	4.585000
0.000000	4.618000
-1.000000	4.633000
2.000000	4.664000
6.000000	4.691000
16.000000	4.723000
23.000000	4.743000
28.000000	4.775000
33.000000	4.807000
38.000000	4.840000
40.000000	4.897000
29.000000	4.957000
18.000000	4.983000
12.000000	5.014000
17.000000	5.049000
18.000000	5.078000
20.000000	5.110000
27.000000	5.141000
34.000000	5.157000
40.000000	5.173000
51.000000	5.207000
60.000000	5.240000
76.000000	5.252000
92.000000	5.283000
92.000000	5.315000
89.000000	5.347000
88.000000	5.378000
76.000000	5.398000
60.000000	5.425000
54.000000	5.441000
61.000000	5.473000
84.000000	5.506000
104.000000	5.536000
117.000000	5.568000
116.000000	5.601000
113.000000	5.615000
109.000000	5.647000
96.000000	5.680000
86.000000	5.698000
87.000000	5.710000
85.000000	5.742000
74.000000	5.761000
67.000000	5.774000
60.000000	5.806000
71.000000	5.821000
86.000000	5.852000
104.000000	5.871000
106.000000	5.900000
101.000000	5.917000
88.000000	5.933000
69.000000	5.966000
56.000000	5.979000
43.000000	5.999000
37.000000	6.027000
34.000000	6.042000
34.000000	6.059000
38.000000	6.091000
54.000000	6.105000
69.000000	6.124000
90.000000	6.187000
120.000000	6.217000
145.000000	6.232000
147.000000	6.264000
150.000000	6.279000
165.000000	6.300000
184.000000	6.327000
201.000000	6.343000
215.000000	6.359000
219.000000	6.390000
221.000000	6.406000
226.000000	6.424000
220.000000	6.440000
216.000000	6.471000
210.000000	6.489000
192.000000	6.503000
164.000000	6.519000
