-14.000000	5.839000
-19.000000	5.839000
-24.000000	5.855000
-51.000000	5.855000
-77.000000	5.855000
-78.000000	5.871000
-58.000000	5.871000
-45.000000	5.871000
-53.000000	5.871000
-66.000000	5.886000
-69.000000	5.886000
-67.000000	5.886000
-67.000000	5.886000
-76.000000	5.902000
-81.000000	5.902000
-74.000000	5.902000
-72.000000	5.917000
-73.000000	5.917000
-72.000000	5.917000
-61.000000	5.917000
-54.000000	5.933000
-54.000000	5.933000
-50.000000	5.933000
-38.000000	5.933000
-22.000000	5.949000
-7.000000	5.949000
2.000000	5.949000
16.000000	5.949000
25.000000	5.964000
25.000000	5.971000
23.000000	5.971000
36.000000	5.971000
55.000000	5.980000
68.000000	5.980000
67.000000	5.980000
58.000000	5.996000
53.000000	5.996000
51.000000	5.996000
51.000000	6.012000
58.000000	6.012000
69.000000	6.012000
83.000000	6.012000
92.000000	6.027000
99.000000	6.027000
92.000000	6.027000
86.000000	6.043000
76.000000	6.043000
71.000000	6.043000
70.000000	6.043000
69.000000	6.058000
70.000000	6.058000
74.000000	6.058000
77.000000	6.071000
82.000000	6.074000
87.000000	6.074000
90.000000	6.074000
82.000000	6.090000
70.000000	6.090000
74.000000	6.090000
85.000000	6.090000
97.000000	6.106000
103.000000	6.106000
99.000000	6.106000
87.000000	6.121000
68.000000	6.121000
49.000000	6.121000
37.000000	6.121000
29.000000	6.137000
19.000000	6.137000
9.000000	6.137000
5.000000	6.137000
0.000000	6.153000
-4.000000	6.153000
-4.000000	6.153000
4.000000	6.168000
20.000000	6.171000
25.000000	6.171000
16.000000	6.171000
5.000000	6.171000
-1.000000	6.184000
-3.000000	6.184000
-3.000000	6.184000
-1.000000	6.184000
-2.000000	6.200000
-9.000000	6.200000
-27.000000	6.200000
-39.000000	6.200000
-34.000000	6.200000
-24.000000	6.215000
-25.000000	6.215000
-35.000000	6.215000
-34.000000	6.215000
-24.000000	6.231000
-14.000000	6.231000
0.000000	6.231000
17.000000	6.231000
20.000000	6.247000
18.000000	6.247000
9.000000	6.247000
0.000000	6.247000
-1.000000	6.262000
3.000000	6.262000
11.000000	6.271000
19.000000	6.271000
34.000000	6.278000
53.000000	6.278000
68.000000	6.278000
67.000000	6.294000
54.000000	6.294000
55.000000	6.294000
67.000000	6.294000
74.000000	6.310000
74.000000	6.310000
75.000000	6.325000
83.000000	6.325000
82.000000	6.325000
73.000000	6.325000
67.000000	6.341000
70.000000	6.341000
76.000000	6.341000
82.000000	6.341000
85.000000	6.356000
