151.000000	-1710.210000
-55.000000	-1710.184000
-103.000000	-1710.162000
92.000000	-1710.143000
183.000000	-1710.119000
-27.000000	-1710.100000
-150.000000	-1710.082000
11.000000	-1710.051000
172.000000	-1710.033000
17.000000	-1710.011000
-169.000000	-1709.992000
-94.000000	-1709.974000
146.000000	-1709.953000
96.000000	-1709.933000
-130.000000	-1709.914000
-139.000000	-1709.888000
84.000000	-1709.862000
117.000000	-1709.844000
-89.000000	-1709.825000
-167.000000	-1709.808000
25.000000	-1709.791000
181.000000	-1709.769000
-8.000000	-1709.753000
-177.000000	-1709.735000
-58.000000	-1709.718000
139.000000	-1709.697000
37.000000	-1709.679000
-150.000000	-1709.661000
-94.000000	-1709.643000
156.000000	-1709.625000
146.000000	-1709.609000
-101.000000	-1709.583000
-156.000000	-1709.566000
68.000000	-1709.549000
153.000000	-1709.532000
-46.000000	-1709.516000
-166.000000	-1709.499000
-2.000000	-1709.484000
193.000000	-1709.460000
26.000000	-1709.443000
-171.000000	-1709.426000
-71.000000	-1709.410000
167.000000	-1709.391000
100.000000	-1709.376000
-117.000000	-1709.359000
-117.000000	-1709.343000
122.000000	-1709.327000
172.000000	-1709.310000
-53.000000	-1709.284000
-125.000000	-1709.266000
86.000000	-1709.246000
221.000000	-1709.224000
48.000000	-1709.204000
-92.000000	-1709.180000
40.000000	-1709.155000
251.000000	-1709.137000
104.000000	-1709.116000
-132.000000	-1709.097000
-89.000000	-1709.077000
138.000000	-1709.054000
106.000000	-1709.035000
-113.000000	-1709.018000
-139.000000	-1708.984000
90.000000	-1708.968000
192.000000	-1708.952000
-27.000000	-1708.934000
-153.000000	-1708.918000
27.000000	-1708.899000
201.000000	-1708.882000
27.000000	-1708.859000
-161.000000	-1708.843000
-62.000000	-1708.827000
183.000000	-1708.810000
118.000000	-1708.794000
-113.000000	-1708.777000
-108.000000	-1708.761000
128.000000	-1708.745000
150.000000	-1708.725000
-69.000000	-1708.706000
-146.000000	-1708.687000
61.000000	-1708.670000
220.000000	-1708.654000
23.000000	-1708.637000
-145.000000	-1708.620000
-11.000000	-1708.601000
183.000000	-1708.584000
59.000000	-1708.563000
